"type","condition1","condition2","trialNo","target","stim1","stim2","stim3","stim4","stim5","stim6","key","ITI","presTime","ISI","presTimeS2","stimFormat","title","content","trialText","button1","feedbackIncorrect","feedbackTime","random","randomBlock","subjectGroup","timestamp","responses","RTs","correct","turkID","age","sex","education","handedness","sexOrientation","ethnicity","other1","other2","other3","other4","other5","browser","version","screenWidth","screenHeight","OS","OS_lang","calibration","ip","code"
"test","immoral","scenario4",85,"How likely is Liz to. . . take someone else's gym card?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,1,604613,5,2241,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","improbable","scenario4",90,"How likely is Liz to. . . receive a free lifetime membership?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,1,606853,5,2239,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","immoral","scenario4",87,"How likely is Liz to. . . sneak past the gym attendant?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,1,609925,4,3071,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario4",80,"How likely is Liz to. . . renew her gym membership?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,1,612861,1,2935,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",104,"How likely is Mary to. . . have her parents call the teacher?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,652842,2,18387,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","immoral","scenario5",110,"How likely is Mary to. . . put her name on a friend's homework?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,657552,5,4707,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","improbable","scenario5",114,"How likely is Mary to. . . learn school is canceled today?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,660232,5,2678,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","immoral","scenario5",109,"How likely is Mary to. . . quickly copy someone's homework?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,663632,3,3399,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",98,"How likely is Mary to. . . bring in her homework tomorrow?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,666585,1,2952,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","impossible","scenario5",106,"How likely is Mary to. . . remind herself yesterday evening?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,671777,5,5191,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","impossible","scenario5",105,"How likely is Mary to. . . have her homework teleported?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,675121,5,3343,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",102,"How likely is Mary to. . . quickly redo the homework assignment?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,679793,3,4671,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","irrational","scenario5",119,"How likely is Mary to. . . turn in a completely blank page?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,685355,5,5561,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","irrational","scenario5",117,"How likely is Mary to. . . ask her mom to FedEx the homework?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,691386,5,6030,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","improbable","scenario5",113,"How likely is Mary to. . . discover her teacher is absent?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,694235,5,2849,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",100,"How likely is Mary to. . . ask her mom what she should do?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,698843,3,4607,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","irrational","scenario5",118,"How likely is Mary to. . . look under the lunchroom tables?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,701195,5,2351,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",99,"How likely is Mary to. . . ask for an extra-credit assignment?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,704843,3,3647,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","impossible","scenario5",108,"How likely is Mary to. . . erase the teacher's memory?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,707163,5,2319,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","improbable","scenario5",116,"How likely is Mary to. . . be given an A by mistake?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,709691,5,2527,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","immoral","scenario5",111,"How likely is Mary to. . . forge an excuse note?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,715108,4,5416,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",97,"How likely is Mary to. . . run home to get her homework?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,719353,1,4244,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",103,"How likely is Mary to. . . ask her mom to bring the homework?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,722172,1,2818,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","irrational","scenario5",120,"How likely is Mary to. . . turn in last week's homework again?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,725660,5,3487,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","immoral","scenario5",112,"How likely is Mary to. . . lie about being sick to go home?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,728748,4,3087,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","improbable","scenario5",115,"How likely is Mary to. . . remember she has an extra copy?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,731756,5,3006,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario5",101,"How likely is Mary to. . . explain what happened to her teacher?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,734229,1,2471,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","impossible","scenario5",107,"How likely is Mary to. . . turn in several socks instead?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,737020,5,2790,0,56,32,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",47,1366,768,"MacOS","en-US",1.03,NA,"FiZsI48cMMWneLQg"
"test","possible","scenario4",76,"How morally wrong would it be for Liz to. . . eat lunch instead of working out?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,46268,2,6225,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","impossible","scenario4",82,"How morally wrong would it be for Liz to. . . wish all gyms to be free forever?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,53440,1,7171,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario4",95,"How morally wrong would it be for Liz to. . . complain in a foreign language?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,56818,2,3376,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","immoral","scenario4",86,"How morally wrong would it be for Liz to. . . claim she left her wallet inside?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,61200,3,4380,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","improbable","scenario4",90,"How morally wrong would it be for Liz to. . . receive a free lifetime membership?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,64343,3,3141,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",75,"How morally wrong would it be for Liz to. . . decide to lift weights at home?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,67379,1,3034,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",77,"How morally wrong would it be for Liz to. . . use a friend's guest pass?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,69557,2,2176,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario4",94,"How morally wrong would it be for Liz to. . . try again in three minutes?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,72465,3,2906,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",74,"How morally wrong would it be for Liz to. . . go for a run outside instead?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,75204,1,2738,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",79,"How morally wrong would it be for Liz to. . . be allowed in just this once?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,77934,2,2729,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","immoral","scenario4",87,"How morally wrong would it be for Liz to. . . sneak past the gym attendant?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,81124,4,3188,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario4",96,"How morally wrong would it be for Liz to. . . run back and forth across lobby?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,84358,4,3232,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","impossible","scenario4",84,"How morally wrong would it be for Liz to. . . turn her hat into a gym pass?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,87910,5,3549,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","impossible","scenario4",83,"How morally wrong would it be for Liz to. . . renew her membership by blinking?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,91622,6,3711,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario4",93,"How morally wrong would it be for Liz to. . . decide to never exercise again?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,95162,4,3538,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",78,"How morally wrong would it be for Liz to. . . pay for a one-day gym pass?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,120085,1,24923,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","impossible","scenario4",81,"How morally wrong would it be for Liz to. . . turn invisible and go in?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,122381,6,2295,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",80,"How morally wrong would it be for Liz to. . . renew her gym membership?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,124542,2,2159,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario4",73,"How morally wrong would it be for Liz to. . . wait to go to the gym tomorrow?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,126676,2,2134,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","immoral","scenario4",88,"How morally wrong would it be for Liz to. . . go in the back door without paying?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,129509,4,2833,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","immoral","scenario4",85,"How morally wrong would it be for Liz to. . . take someone else's gym card?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,133113,4,3602,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","improbable","scenario4",91,"How morally wrong would it be for Liz to. . . find a one-day pass in purse?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,136130,2,3016,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","improbable","scenario4",89,"How morally wrong would it be for Liz to. . . learn the gym stopped checking IDs?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,139582,3,3451,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","improbable","scenario4",92,"How morally wrong would it be for Liz to. . . discover the gym is free today?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,4,2,141899,1,2315,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario2",31,"How morally wrong would it be for Josh to. . . call a friend for a ride?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,155094,2,3301,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","immoral","scenario2",40,"How morally wrong would it be for Josh to. . . sneak onto public transportation?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,157790,3,2695,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario2",28,"How morally wrong would it be for Josh to. . . request aiport shuttle pickup?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,159962,2,2171,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","improbable","scenario2",42,"How morally wrong would it be for Josh to. . . convince airport to delay flight?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,164290,3,4326,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario2",27,"How morally wrong would it be for Josh to. . . take the public bus there?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,167956,3,3664,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","impossible","scenario2",34,"How morally wrong would it be for Josh to. . . ride a cat to the airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,169910,2,1952,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario2",29,"How morally wrong would it be for Josh to. . . ask a relative to pick him up?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,187763,1,17852,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario2",26,"How morally wrong would it be for Josh to. . . ask the gas station clerk for help?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,190460,2,2695,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","improbable","scenario2",44,"How morally wrong would it be for Josh to. . . arrange for a private plane?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,193458,2,2996,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","possible","scenario2",32,"How morally wrong would it be for Josh to. . . take public transportation?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,195524,2,2064,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario2",47,"How morally wrong would it be for Josh to. . . pay 1000 dollars for a ride?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,198056,1,2530,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario2",48,"How morally wrong would it be for Josh to. . . try to run there in time?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,202625,3,4567,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","irrational","scenario2",46,"How morally wrong would it be for Josh to. . . sell car for ride to airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,206010,6,3383,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
"test","impossible","scenario2",36,"How morally wrong would it be for Josh to. . . levitate and fly to the airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,208311,6,2299,0,57,32,"female",3,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Chrome",51,1920,1080,"Windows","en-US",0.71,NA,"DqmSUX9CUWodAR37"
